Zip Code,Median earnings (dollars),"Median earnings (dollars) Agriculture, forestry, fishing and hunting","Median earnings (dollars) Mining, quarrying, and oil and gas extraction",Median earnings (dollars) Construction,Median earnings (dollars) Manufacturing,Median earnings (dollars) Wholesale trade,Median earnings (dollars) Retail trade,Median earnings (dollars) Transportation and warehousing,Median earnings (dollars) Utilities,Median earnings (dollars) Information,Median earnings (dollars) Finance and insurance,Median earnings (dollars) Real estate and rental and leasing,"Median earnings (dollars) Professional, scientific, and technical services",Median earnings (dollars) Management of companies and enterprises,Median earnings (dollars) Administrative and support and waste management services,Median earnings (dollars) Educational services,Median earnings (dollars) Health care and social assistance,"Median earnings (dollars) Arts, entertainment, and recreation",Median earnings (dollars) Accommodation and food services,"Median earnings (dollars) Other services, except public administration",Median earnings (dollars) Public administration,Median earnings (dollars) for male,"Median earnings (dollars) for male Agriculture, forestry, fishing and hunting","Median earnings (dollars) for male Mining, quarrying, and oil and gas extraction",Median earnings (dollars) for male Construction,Median earnings (dollars) for male Manufacturing,Median earnings (dollars) for male Wholesale trade,Median earnings (dollars) for male Retail trade,Median earnings (dollars) for male Transportation and warehousing,Median earnings (dollars) for male Utilities,Median earnings (dollars) for male Information,Median earnings (dollars) for male Finance and insurance,Median earnings (dollars) for male Real estate and rental and leasing,"Median earnings (dollars) for male Professional, scientific, and technical services",Median earnings (dollars) for male Management of companies and enterprises,Median earnings (dollars) for male Administrative and support and waste management services,Median earnings (dollars) for male Educational services,Median earnings (dollars) for male Health care and social assistance,"Median earnings (dollars) for male Arts, entertainment, and recreation",Median earnings (dollars) for male Accommodation and food services,"Median earnings (dollars) for male Other services, except public administration",Median earnings (dollars) for male Public administration,Median earnings (dollars) for female,"Median earnings (dollars) for female Agriculture, forestry, fishing and hunting","Median earnings (dollars) for female Mining, quarrying, and oil and gas extraction",Median earnings (dollars) for female Construction,Median earnings (dollars) for female Manufacturing,Median earnings (dollars) for female Wholesale trade,Median earnings (dollars) for female Retail trade,Median earnings (dollars) for female Transportation and warehousing,Median earnings (dollars) for female Utilities,Median earnings (dollars) for female Information,Median earnings (dollars) for female Finance and insurance,Median earnings (dollars) for female Real estate and rental and leasing,"Median earnings (dollars) for female Professional, scientific, and technical services",Median earnings (dollars) for female Management of companies and enterprises,Median earnings (dollars) for female Administrative and support and waste management services,Median earnings (dollars) for female Educational services,Median earnings (dollars) for female Health care and social assistance,"Median earnings (dollars) for female Arts, entertainment, and recreation",Median earnings (dollars) for female Accommodation and food services,"Median earnings (dollars) for female Other services, except public administration",Median earnings (dollars) for female Public administration,Women's earnings as a percentage of men's earning,"Women's earnings as a percentage of men's earning Agriculture, forestry, fishing and hunting","Women's earnings as a percentage of men's earning Mining, quarrying, and oil and gas extraction",Women's earnings as a percentage of men's earning Construction,Women's earnings as a percentage of men's earning Manufacturing,Women's earnings as a percentage of men's earning Wholesale trade,Women's earnings as a percentage of men's earning Retail trade,Women's earnings as a percentage of men's earning Transportation and warehousing,Women's earnings as a percentage of men's earning Utilities,Women's earnings as a percentage of men's earning Information,Women's earnings as a percentage of men's earning Finance and insurance,Women's earnings as a percentage of men's earning Real estate and rental and leasing,"Women's earnings as a percentage of men's earning Professional, scientific, and technical services",Women's earnings as a percentage of men's earning Management of companies and enterprises,Women's earnings as a percentage of men's earning Administrative and support and waste management services,Women's earnings as a percentage of men's earning Educational services,Women's earnings as a percentage of men's earning Health care and social assistance,"Women's earnings as a percentage of men's earning Arts, entertainment, and recreation",Women's earnings as a percentage of men's earning Accommodation and food services,"Women's earnings as a percentage of men's earning Other services, except public administration",Women's earnings as a percentage of men's earning Public administration
93261,14338,11731,-,-,-,-,32125,32361,-,-,-,-,-,-,-,24306,"2,500-",-,16118,-,-,14550,11897,-,-,-,-,33750,32361,-,-,-,-,-,-,-,-,-,-,-,-,-,14215,11289,-,-,-,-,-,-,-,-,-,-,-,-,-,24028,-,-,14938,-,-,97.7,94.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93263,24690,22784,74583,43255,29453,23661,17168,31230,54318,-,22738,54196,29356,-,21787,19976,22321,-,12006,21176,60323,31411,30567,74958,43160,53009,43173,20523,31567,66250,-,-,100417,32692,-,21862,5000,31351,-,15656,37692,68988,18398,12034,-,-,18929,20781,16506,24356,-,-,-,-,12981,-,14196,25404,21131,-,11080,20491,44432,58.6,39.4,-,-,35.7,48.1,80.4,77.2,-,-,-,-,39.7,-,64.9,508.1,67.4,-,70.8,54.4,64.4
93265,30720,16140,-,-,47909,-,23864,-,-,-,-,-,-,-,-,69271,43348,-,"2,500-",22679,34400,25455,-,-,-,27216,-,30375,-,-,-,-,-,-,-,-,12273,103125,-,-,22679,22328,33750,4826,-,-,48017,-,-,-,-,-,-,-,-,-,-,69688,24528,-,-,-,-,132.6,-,-,-,176.4,-,-,-,-,-,-,-,-,-,-,567.8,23.8,-,-,-,-
93266,22759,20962,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18261,-,-,25590,32647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19674,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18261,-,-,76.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93267,20407,26111,-,41667,27941,23314,12889,-,-,-,-,-,35625,-,22143,13194,17375,-,12932,21786,85250,21647,31375,-,41667,29191,-,12558,-,-,-,-,-,200956,-,-,6836,46607,-,14583,22288,86500,15134,5583,-,-,24410,24012,20658,-,-,-,-,-,-,-,33125,13698,16813,-,-,18882,-,69.9,17.8,-,-,83.6,-,164.5,-,-,-,-,-,-,-,-,200.4,36.1,-,-,84.7,-
93268,28363,20597,69881,45667,29896,34167,14412,90276,54388,-,50066,-,26591,-,24498,34063,23864,"2,500-",8250,31148,58750,40056,23363,72938,48750,37100,70260,8813,90658,54133,-,-,-,123314,-,24712,40399,75446,"2,500-",10313,-,73750,21429,13385,39330,-,20568,26875,15491,46042,111786,-,16250,-,13789,-,24440,26979,18850,-,8100,18913,53558,53.5,57.3,53.9,-,55.4,38.3,175.8,50.8,206.5,-,-,-,11.2,-,98.9,66.8,25,-,78.5,-,72.6
93270,17098,14924,-,50500,25714,32019,16806,34271,-,-,-,-,-,-,11394,10880,68594,-,9717,68750,94625,25265,16493,-,37470,26518,-,153125,34271,-,-,-,-,-,-,-,7216,-,-,-,-,93250,13930,11729,-,50625,-,-,-,-,-,-,-,-,-,-,-,11111,67930,-,17050,-,-,55.1,71.1,-,135.1,-,-,-,-,-,-,-,-,-,-,-,154,-,-,-,-,-
93271,39301,26845,-,63281,32308,11932,21111,44773,-,14286,-,93194,118750,-,42083,23750,100469,66111,16875,58750,73512,44256,-,-,64375,31250,-,11771,-,-,14286,-,-,-,-,48125,28875,108750,66806,23125,78125,74643,30875,-,-,-,63056,-,23333,-,-,-,-,-,-,-,-,11625,59750,64219,7717,35313,32125,69.8,-,-,-,201.8,-,198.2,-,-,-,-,-,-,-,-,40.3,54.9,96.1,33.4,45.2,43
93272,25615,26205,-,-,35897,22368,13026,41250,-,-,-,-,-,-,20724,13304,27361,-,23482,14375,52708,30982,30509,-,-,36026,47750,16000,41250,-,-,-,-,-,-,-,-,-,-,-,-,-,16635,9667,-,-,-,-,6711,-,-,-,-,-,-,-,22171,14554,27361,-,23482,-,-,53.7,31.7,-,-,-,-,41.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93274,32245,30489,73000,38546,45521,37500,26666,42083,31771,25250,36667,36023,50444,-,25254,36892,31052,30341,13902,26265,60383,36644,31525,73000,39661,48362,40417,30807,45263,31719,49766,36173,38636,53059,-,24236,40862,31742,36000,15700,35327,67167,27408,12180,-,21513,39792,28824,24347,31215,36250,7857,37750,31979,39103,-,26200,30148,30816,19338,13263,15089,47903,74.8,38.6,-,54.2,82.3,71.3,79,69,114.3,15.8,104.4,82.8,73.7,-,108.1,73.8,97.1,53.7,84.5,42.7,71.3
93276,44375,-,103750,-,-,-,-,-,-,-,-,-,-,-,-,-,25625,-,-,-,-,53750,-,103750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26875,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25625,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93277,37377,33387,-,43788,45636,30026,22135,33893,85357,48850,44201,43845,52875,-,32087,50252,36818,16676,15352,33860,75076,40710,38112,-,44635,52476,28356,26026,37188,85357,48400,58810,48401,61324,-,31907,53929,45521,34205,17798,37059,76587,34631,20000,-,31304,36250,39043,16438,28000,-,71250,37875,38629,46786,-,32500,48750,35238,15066,10391,21875,51455,85.1,52.5,-,70.1,69.1,137.7,63.2,75.3,-,147.2,64.4,79.8,76.3,-,101.9,90.4,77.4,44,58.4,59,67.2
93280,25755,21667,36691,35714,16667,32385,24401,36864,53800,-,31176,50833,19821,-,21199,17500,22120,7039,16379,23494,45000,31378,26063,51351,36429,31875,35550,27407,37455,53889,-,-,-,46223,-,27054,51917,66023,-,19671,35590,71181,16824,15865,-,-,11747,27875,12184,25833,-,-,31176,33068,16469,-,15141,11458,21978,-,8125,13104,38802,53.6,60.9,-,-,36.9,78.4,44.5,69,-,-,-,-,35.6,-,56,22.1,33.3,-,41.3,36.8,54.5
93283,21712,-,-,-,-,-,33349,-,-,-,-,-,-,-,-,9917,31108,-,-,-,-,13889,-,-,-,-,-,12048,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22414,-,-,-,-,159.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93285,37969,-,-,15662,-,-,38672,-,-,-,-,-,-,-,-,-,-,-,-,30605,-,26832,-,-,15662,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42891,-,-,-,-,-,38672,-,-,-,-,-,-,-,-,-,-,-,-,30605,-,159.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93286,24341,16336,-,27625,33795,18750,22284,25709,43421,-,65357,31553,44432,-,22383,39783,31701,16154,9805,25464,61161,25992,24390,-,26964,35000,30795,33804,22434,12171,-,-,-,-,-,30116,41908,12426,-,13281,25214,61161,22627,12888,-,-,22788,17039,21552,26447,-,-,-,31553,43636,-,-,38207,31742,-,8418,35250,88750,87.1,52.8,-,-,65.1,55.3,63.8,117.9,-,-,-,-,-,-,-,91.2,255.4,-,63.4,139.8,145.1
93287,53500,36250,-,73333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73750,-,-,73750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93291,31528,21828,-,32348,45337,30444,20696,21860,44128,37842,51250,36500,38380,-,17699,50313,38524,3872,16645,23933,61302,33588,19871,-,46691,63136,52616,19982,21681,44128,-,51420,35188,40389,-,23826,56029,39035,3421,18308,27188,76993,29618,25885,-,12441,30768,14453,21152,25321,-,37936,50625,40750,38240,-,14553,37833,37469,4261,14951,20614,45284,88.2,130.3,-,26.6,48.7,27.5,105.9,116.8,-,-,98.5,115.8,94.7,-,61.1,67.5,96,124.6,81.7,75.8,58.8
93292,35406,24214,-,44201,35417,34960,24960,31168,137924,38667,44231,53438,66741,-,25183,49716,45654,21250,15294,32271,52977,38417,27078,-,51458,35907,34325,31014,31803,137924,54176,64291,53500,77708,-,23646,46103,49911,20197,12768,38323,71086,31600,9214,-,28875,32045,65833,19125,25347,-,21250,39539,52386,46250,-,27031,51667,39468,50400,16711,14984,42885,82.3,34,-,56.1,89.2,191.8,61.7,79.7,-,39.2,61.5,97.9,59.5,-,114.3,112.1,79.1,249.5,130.9,39.1,60.3
93301,26731,22045,105263,50000,38092,11552,15949,29205,-,44596,61696,4875,66667,-,22813,27171,30238,-,13906,12379,45481,27442,22045,105263,55369,38026,12457,16098,57647,-,71528,61696,"250,000+",86750,-,25304,42188,31125,-,14604,4475,100000,20709,-,-,46288,-,-,15714,28750,-,44191,-,"2,500-",33750,-,11898,19821,29728,-,4633,18088,32917,75.5,-,-,83.6,-,-,97.6,49.9,-,61.8,-,-,38.9,-,47,47,95.5,-,31.7,404.2,32.9
93304,25073,19859,38088,33285,30234,25357,21717,31788,54542,39213,35833,40825,28911,-,21341,25636,29481,15357,17446,30434,36956,29219,20883,39044,34738,32060,30694,22873,35850,64524,62957,32269,41951,36964,-,23276,28547,35967,13951,18295,31709,46375,21470,17654,-,20345,20000,15694,21090,19335,-,12000,36528,20875,27625,-,19668,20208,27699,21782,16778,16161,26905,73.5,84.5,-,58.6,62.4,51.1,92.2,53.9,-,19.1,113.2,49.8,74.7,-,84.5,70.8,77,156.1,91.7,51,58
93305,22019,17544,60943,32743,27220,26881,17821,25938,12383,26066,47500,27311,45729,-,22138,31279,25028,11273,12484,20245,30583,24652,20635,60963,32743,33906,32125,20370,25521,12383,41827,58056,27311,53424,-,21222,32384,21382,12477,20250,20399,47012,17215,15166,-,-,11882,21493,16239,26563,-,25368,27045,-,36719,-,23256,27321,25208,8587,11800,17019,7342,69.8,73.5,-,-,35,66.9,79.7,104.1,-,60.6,46.6,-,68.7,-,109.6,84.4,117.9,68.8,58.3,83.4,15.6
93306,30720,19524,69222,40859,39674,28333,21673,37898,80583,46250,39934,42594,40625,46375,24562,49773,41602,26042,16534,25609,64268,36418,21525,70104,40727,42443,35427,26633,38550,80958,46029,65469,65357,45625,-,30645,48864,48849,27454,18294,30372,80917,25255,16292,55673,42000,25031,27639,14575,27444,-,-,25197,25833,37902,45750,11837,50333,37813,25064,15750,21491,42647,69.3,75.7,79.4,103.1,59,78,54.7,71.2,-,-,38.5,39.5,83.1,-,38.6,103,77.4,91.3,86.1,70.8,52.7
93307,25381,19909,62557,31579,36937,26151,21600,39922,50625,48858,33636,32219,23640,-,23289,27650,27246,24470,16745,23421,43546,29307,22815,63182,31482,37913,35578,26542,38193,50625,"2,500-",33011,32281,62938,-,25348,58194,30929,24534,20671,31667,60479,20716,16546,-,35378,31808,19561,16705,49438,-,49289,34886,29808,18771,-,15181,26136,26719,-,15383,16756,38165,70.7,72.5,-,112.4,83.9,55,62.9,129.4,-,-,105.7,92.3,29.8,-,59.9,44.9,86.4,-,74.4,52.9,63.1
93308,32270,38990,60556,31384,41758,41774,23002,44333,64649,32944,55167,35476,44000,-,23219,39747,31974,22619,12364,20510,75279,41287,50560,47175,32542,42331,43864,25956,47614,64787,34472,47105,35938,57917,-,21014,57222,43807,24345,12472,21543,83676,24695,20069,70769,23936,35754,28654,18009,35606,61375,16438,55417,35192,20907,-,25887,31493,29693,6445,12330,18143,39068,59.8,39.7,150,73.6,84.5,65.3,69.4,74.8,94.7,47.7,117.6,97.9,36.1,-,123.2,55,67.8,26.5,98.9,84.2,46.7
93309,31237,28173,52098,41811,37278,37288,24394,34572,72778,36768,41357,71771,40030,-,23109,35953,32040,16288,16204,20822,48518,36199,30381,51596,41651,36250,44755,24808,36096,73750,37857,58203,102941,54058,-,24006,54050,51667,17898,15893,30330,67386,26422,22389,65972,52946,49091,27321,23824,19750,-,33704,36563,44157,31494,-,21042,30469,30157,12422,16311,15802,42067,73,73.7,127.9,127.1,135.4,61,96,54.7,-,89,62.8,42.9,58.3,-,87.7,56.4,58.4,69.4,102.6,52.1,62.4
93311,52016,42629,90795,65962,47360,55233,34044,51741,109508,71375,60743,31818,59464,-,35443,51478,69922,9792,17369,42564,81536,62156,43000,91534,67500,72841,56230,42500,50561,111429,104348,84718,32813,75227,-,36797,68472,88942,26944,26952,62692,91520,42853,34519,89741,50682,21963,31932,27348,80634,-,12760,54598,31705,49932,-,18214,49385,60381,6759,11830,41042,58266,68.9,80.3,98,75.1,30.2,56.8,64.3,159.5,-,12.2,64.4,96.6,66.4,-,49.5,72.1,67.9,25.1,43.9,65.5,63.7
93312,54897,78269,85940,54941,64473,42188,34861,54176,64515,51304,76860,43199,74438,-,36375,58567,63468,14183,13548,11978,73857,67697,78988,87031,61369,72212,52000,47782,67361,64710,61944,71859,85082,102019,-,52134,59750,95458,11506,13932,21987,84120,42508,77125,74979,40045,36382,31580,21829,26473,57348,16579,86324,24962,50156,-,14824,58352,54521,31833,13287,7474,50441,62.8,97.6,86.2,65.3,50.4,60.7,45.7,39.3,88.6,26.8,120.1,29.3,49.2,-,28.4,97.7,57.1,276.7,95.4,34,60
93313,36389,23140,62850,53220,41190,38786,19885,39502,87330,52981,47140,23424,32917,-,30761,22882,39250,23834,17341,30316,52833,42792,30649,62193,53238,53714,52578,25583,40549,87330,60486,72520,23750,53571,-,40568,44044,75530,23472,20293,38365,53722,26449,17568,63926,52045,36230,29397,14763,20605,-,6961,46314,23424,31545,-,24439,20273,34014,-,17055,17367,51991,61.8,57.3,102.8,97.8,67.4,55.9,57.7,50.8,-,11.5,63.9,98.6,58.9,-,60.2,46,45,-,84,45.3,96.8
93314,63183,75125,90711,74727,49458,105375,36447,68056,107527,90556,56250,31935,52639,-,50152,70304,50583,17344,13598,26888,91096,79565,100278,91563,80461,75000,102422,43864,69444,101944,91389,180058,182633,76875,-,42014,72296,79167,12120,12054,48646,100347,43601,35833,71583,66458,32165,105813,32500,60714,120625,-,47389,31859,27097,-,50573,64951,38533,20128,13750,25133,62583,54.8,35.7,78.2,82.6,42.9,103.3,74.1,87.4,118.3,-,26.3,17.4,35.2,-,120.4,89.8,48.7,166.1,114.1,51.7,62.4
93401,40233,34111,-,50500,44911,61806,21875,40375,119625,49722,80781,41648,62072,15625,29706,47384,43088,15929,20939,27819,55594,43891,36042,-,47059,45750,63333,26333,38929,148750,64650,96484,82019,74292,15625,27813,53804,62950,33472,25625,33155,71964,32110,26111,-,80096,37240,53929,20612,48214,56250,37902,61361,26364,32377,-,31635,45874,40275,3806,15368,21406,55250,73.2,72.4,-,170.2,81.4,85.2,78.3,123.9,37.8,58.6,63.6,32.1,43.6,-,113.7,85.3,64,11.4,60,64.6,76.8
93402,38981,19135,-,48125,61429,10909,27450,47321,197560,39194,50192,33750,61944,-,23168,51354,39522,20921,19732,22870,78438,48477,19444,-,50353,63884,24844,40714,56083,197560,45313,52563,-,59402,-,23254,64531,64205,6458,31250,24173,84861,30000,18438,-,43267,41250,-,24107,-,-,17188,39810,55673,88375,-,17083,37857,32614,27500,19083,17500,67500,61.9,94.8,-,85.9,64.6,-,59.2,-,-,37.9,75.7,-,148.8,-,73.5,58.7,50.8,425.8,61.1,72.4,79.5
93405,13662,11450,-,37386,7404,11607,12389,16429,85491,72411,54519,40625,21548,-,36250,5258,30876,6563,10486,28869,71705,19392,14231,-,20333,10893,11016,26703,15938,85982,118098,78542,39938,60250,-,43828,6273,60735,7700,16913,19526,86083,10796,6066,-,58194,4044,11971,7197,41250,-,39583,53558,42557,14014,-,21469,4686,26141,6004,6122,29196,18654,55.7,42.6,-,286.2,37.1,108.7,27,258.8,-,33.5,68.2,106.6,23.3,-,49,74.7,43,78,36.2,149.5,21.7
93410,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93420,46274,34213,77353,59688,46071,45233,26523,55375,125603,37794,64698,32482,63382,-,44009,53638,40868,16816,24842,32452,81037,58281,75000,202891,64189,43942,42500,30275,37389,125706,54083,60660,60398,77262,-,62344,65915,43393,45556,18902,54489,79115,38837,28289,-,37804,69097,45281,22692,61875,-,28608,70975,32196,51522,-,43362,52644,36826,16014,28430,22778,81555,66.6,37.7,-,58.9,157.2,106.5,75,165.5,-,52.9,117,53.3,66.7,-,69.6,79.9,84.9,35.2,150.4,41.8,103.1
93422,42326,36149,64464,63603,44211,51824,25355,44375,120590,28616,75592,20819,46763,-,23022,47926,47063,22833,16273,25969,82830,51584,80521,64464,66546,51283,51189,33090,48309,114615,45625,127245,20625,63938,-,16458,48750,67593,10893,19511,37500,84861,31839,-,-,45950,37526,88583,24019,14342,161875,28438,43953,20956,38750,-,23545,47170,42598,38472,14115,20739,63125,61.7,-,-,69,73.2,173.1,72.6,29.7,141.2,62.3,34.5,101.6,60.6,-,143.1,96.8,63,353.2,72.3,55.3,74.4
93424,58144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59470,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39896,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93426,44205,37353,-,70179,76875,-,21250,30833,-,7250,34018,-,92955,-,"2,500-",26563,44583,-,23500,58750,71597,55833,36544,-,71250,78304,-,"250,000+",30833,-,-,-,-,93295,-,-,63472,-,-,-,64750,72292,32396,-,-,-,-,-,15938,-,-,-,34018,-,-,-,-,25469,50313,-,23500,57625,-,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.1,-,-,-,89,-
93427,41422,9915,-,72708,52500,-,19679,59833,-,-,46691,106058,107411,-,17908,61528,85167,84107,18635,28036,79219,48147,9915,-,69724,66058,-,23838,61094,-,-,-,61406,97292,-,17366,102063,91344,84536,18910,73750,-,35903,-,-,-,51518,-,11500,-,-,-,-,-,147574,-,18071,60357,75066,-,17917,"2,500-",42341,74.6,-,-,-,78,-,48.2,-,-,-,-,-,151.7,-,104.1,59.1,82.2,-,94.7,-,-
93428,35254,34279,-,85385,26449,45313,19236,40954,135313,-,25313,61016,73917,-,13964,73472,47422,14792,30581,12419,83068,37132,33894,-,86250,110250,-,26111,40855,135313,-,-,61641,55000,-,14571,76000,71016,15313,31337,30313,84091,34241,-,-,-,25426,36667,18681,-,-,-,-,53000,73917,-,4844,66250,46406,-,13194,10847,66375,92.2,-,-,-,23.1,-,71.5,-,-,-,-,86,134.4,-,33.2,87.2,65.3,-,42.1,35.8,78.9
93429,17396,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93430,43209,21042,-,43380,62917,51667,43977,-,-,-,-,62850,53523,-,46321,64688,65391,-,15430,13750,44069,50194,20833,-,43102,63750,-,83816,-,-,-,-,-,96591,-,-,86250,70682,-,7431,-,44338,36950,-,-,48250,32016,-,41771,-,-,-,-,-,36953,-,-,-,65234,-,15938,-,38281,73.6,-,-,111.9,50.2,-,49.8,-,-,-,-,-,38.3,-,-,-,92.3,-,214.5,-,86.3
93432,60972,-,-,-,-,-,-,-,-,-,-,-,114038,-,-,63182,-,-,-,-,-,71580,-,-,-,-,-,-,-,-,-,-,-,113606,-,-,-,-,-,-,-,-,30549,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31814,-,-,-,-,-,42.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93433,36270,-,-,47500,50761,56586,20140,54979,118269,36667,70294,53359,33405,-,21767,54052,33893,17250,21026,31969,75875,41004,-,-,63667,51141,56586,53292,62601,118269,40156,58966,53438,37262,-,21508,63309,65781,17250,21968,32852,83633,32327,-,-,43750,46528,-,16515,39811,-,-,72059,-,24950,-,-,53578,33321,-,15929,31538,59485,78.8,-,-,68.7,91,-,31,63.6,-,-,122.2,-,67,-,-,84.6,50.7,-,72.5,96,71.1
93434,26403,27287,-,40402,24304,23125,12303,39489,-,-,33867,-,-,-,17554,15694,26875,16719,12074,25739,40048,28947,31510,-,40402,25500,30625,12368,39489,-,-,-,-,-,-,11957,11591,19479,-,13750,25170,40048,23481,20000,-,-,23947,22933,9904,-,-,-,34180,-,-,-,-,29792,27125,-,11571,38194,47500,81.1,63.5,-,-,93.9,74.9,80.1,-,-,-,-,-,-,-,-,257,139.3,-,84.2,151.7,118.6
93436,33119,28378,59000,39288,37500,41131,21110,38519,71987,67083,36563,47292,67813,-,25848,43821,37079,28273,17236,28398,70169,38378,29574,54706,39715,46750,41607,25453,40396,72115,80938,83700,39919,72321,-,28516,54228,53960,32083,23263,30607,71746,27249,16066,-,18512,24547,-,16582,32991,-,58750,33333,72266,63542,-,9688,39500,31567,20924,13759,21919,57847,71,54.3,-,46.6,52.5,-,65.1,81.7,-,72.6,39.8,181,87.9,-,34,72.8,58.5,65.2,59.1,71.6,80.6
93437,31031,-,-,38500,-,-,8281,41250,-,-,-,-,89000,-,-,32273,33667,63043,15469,12292,40769,44000,-,-,-,-,-,7813,-,-,-,-,-,115208,-,-,-,-,-,-,-,46250,24583,-,-,-,-,-,11071,-,-,-,-,-,-,-,-,32273,33667,-,13036,12292,26172,55.9,-,-,-,-,-,141.7,-,-,-,-,-,-,-,-,-,-,-,-,-,56.6
93440,49706,-,-,132155,23643,-,72995,-,-,-,9952,-,-,-,-,108226,54539,-,5104,"2,500-",-,53586,-,-,150153,24821,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34671,-,-,-,4696,-,-,-,-,-,-,-,-,-,-,108226,-,-,-,-,-,64.7,-,-,-,18.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93441,50484,28417,-,20938,50694,-,37813,-,-,-,-,54000,-,-,53542,50139,-,-,-,17083,-,53850,-,-,20938,51111,-,42639,-,-,-,-,-,-,-,-,44583,-,-,-,-,-,39922,-,-,-,-,-,-,-,-,-,-,27188,-,-,-,50903,-,-,-,16528,-,74.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.2,-,-,-,-,-
93442,36548,55221,-,32135,61115,31250,25139,41875,110882,51250,46900,23472,63661,-,27240,48241,39258,33000,17273,23942,79621,47198,55882,-,52955,62466,31500,32230,"2,500-",110882,44000,45703,24583,76348,-,26823,70404,27198,50375,15762,7734,93958,31534,-,-,17050,51875,31111,17311,-,-,61667,52292,11731,25347,-,36111,31440,41618,27143,20859,31875,63529,66.8,-,-,32.2,83,98.8,53.7,-,-,140.2,114.4,47.7,33.2,-,134.6,44.7,153,53.9,132.3,412.1,67.6
93444,40628,25036,-,40497,52708,68750,31656,47150,106875,45938,62822,39375,51087,-,45375,45433,48824,13889,21707,27326,48464,43704,33188,-,40388,85655,67656,31406,48377,105694,30625,85519,61083,79097,-,55553,46250,57083,31300,23194,22428,85014,38788,20074,-,41667,34839,133594,35952,39633,-,66080,57153,38472,35054,-,41944,45222,47721,12232,16012,27431,41496,88.8,60.5,-,103.2,40.7,197.5,114.5,81.9,-,215.8,66.8,63,44.3,-,75.5,97.8,83.6,39.1,69,122.3,48.8
93445,32688,16767,-,39087,55779,63505,25742,36316,99457,-,38000,-,71875,-,23100,20313,34022,-,29067,9890,31115,39116,27984,-,36823,-,63831,42333,-,238239,-,-,-,-,-,22700,-,42885,-,29179,-,31486,26765,-,-,-,56153,-,15929,-,-,-,33462,-,-,-,-,17407,30119,-,27105,9890,19191,68.4,-,-,-,-,-,37.6,-,-,-,-,-,-,-,-,-,70.2,-,92.9,-,61
